Name,Latitude,Longitude
Higher Croft,53.47421,-2.359421
Haddon Road,53.4746,-2.36289
Haddon Road,53.47461,-2.363508
Peel Green Road,53.47717,-2.367628
Unicorn Street,53.47648,-2.367381
Beech Street,53.47893,-2.365789
Beech Street,53.47963,-2.36578
Westwood Crescent,53.49128,-2.372482
Parrin Lane,53.49028,-2.370665
Guildford Road,53.4819,-2.365122
Guildford Road,53.48242,-2.365367
Cambell Road,53.48492,-2.366052
Dover Street,53.4865,-2.366804
Gee Lane,53.48824,-2.367136
Winton Library,53.4896,-2.369423
Worsley Road,53.49016,-2.368614
Worsley Road,53.49033,-2.367244
Trevor Road,53.49027,-2.366535
Trevor Road,53.49086,-2.364521
May Street,53.49146,-2.361436
May Street,53.49164,-2.360985
Monton Green,53.49182,-2.353074
Crawford Street,53.49065,-2.350909
Hawthorn Avenue,53.49,-2.34914
Cavendish Road,53.48867,-2.346778
Cavendish Road,53.48874,-2.346583
Abbey Grove,53.487291,-2.341688
Monks Hall Grove,53.48762,-2.339731
Victoria Crescent,53.48882,-2.335898
Chatsworth Road,53.49116,-2.334424
Clarendon Crescent,53.4909,-2.334814
Narbonne Avenue,53.49181,-2.331581
Exeter Avenue,53.49285,-2.33082
Park Road,53.49341,-2.329136
Portland Road,53.49342,-2.327946
St Georges Crescent,53.49166,-2.327751
St George's Crescent,53.49116,-2.327506
Eccles Old Road,53.48945,-2.327162
Eccles Old Road,53.48929,-2.327296
Victoria Crescent,53.489359,-2.331803
Half Edge Lane,53.48693,-2.342755
Half Edge Lane,53.48677,-2.342543
Monks Hall Grove,53.4861,-2.33975
Monks Hall Grove,53.48621,-2.339148
Wellington Road,53.48697,-2.335115
Primary School,53.48793,-2.335394
Vicars Street,53.48655,-2.333634
Church Street,53.4838,-2.340424
Eccles Library,53.48333,-2.339366
Eccles Library,53.482994,-2.338806
Health Centre,53.48238,-2.340368
Stanlaw House,53.48004,-2.343724
Pleasant Road,53.4796,-2.344429
Gaskell Road,53.47869,-2.346712
Gaskell Road,53.47845,-2.347011
The Kings Head,53.47635,-2.352539
The Kings Head,53.47637,-2.352192
Cawdor Street,53.47746,-2.353813
Adelaide Street,53.47801,-2.352854
Charlton Avenue,53.47946,-2.349777
Charlton Avenue,53.47949,-2.349431
Cecil Road,53.48083,-2.347573
Cecil Road,53.48109,-2.346686
Gleaves Road,53.48276,-2.345118
Worsley Road,53.50385,-2.355797
Worsley Road,53.50414,-2.355513
Holyrood Church,53.50686,-2.355174
Holyrood Church,53.50711,-2.355598
Lane End,53.48198,-2.333101
Eccles New Road,53.48479,-2.331059
Eccles New Road,53.48487,-2.330637
Ladywell Metrolink Stop,53.484199,-2.328809
Ladywell Metrolink Stop,53.48405,-2.328326
Friars Court,53.48415,-2.325568
Stott Lane,53.48386,-2.322462
Stott Lane,53.48405,-2.322162
Eccles New Road,53.48447,-2.320945
Turnpike House,53.48341,-2.315723
Turnpike House,53.48344,-2.314593
Liverpool Street,53.4839,-2.308433
Weaste Metrolink Stop,53.4822,-2.307576
Weaste Metrolink Stop,53.48219,-2.306506
Kirkham Street,53.48119,-2.300306
Kirkham Street,53.48138,-2.300398
Langworthy Metrolink Stop,53.48086,-2.296265
Eccles New Road,53.48108,-2.29467
Eccles New Road (Stop B),53.48109,-2.29473
South Langworthy Road,53.48036,-2.293972
Kielder Square,53.48029,-2.292103
Thurlow Street,53.47977,-2.288196
Thurlow Street,53.47958,-2.288059
Howard Street,53.47945,-2.285919
Howard Street,53.47939,-2.286521
Cross Lane,53.48186,-2.279847
Sedan Close,53.48205,-2.281928
Port Soderick Avenue,53.48276,-2.28558
Port Soderick Avenue,53.48275,-2.286212
Amersham Street,53.48338,-2.288748
Fitzwarren Street,53.48356,-2.289066
Langworthy Road,53.48382,-2.293935
Liverpool Street,53.48319,-2.294564
Regent Road,53.47546,-2.265583
Bricklayers Arms,53.47363,-2.268147
Ordsall Lane,53.47311,-2.270479
West Park St,53.47246,-2.270701
St Clement's Drive,53.47101,-2.273178
Nine Acre Drive,53.46991,-2.275265
Ordsall Hall,53.46894,-2.276976
Ordsall Hall,53.46876,-2.277004
Hagley Road,53.46791,-2.279726
Hagley Road,53.46804,-2.280073
Exchange Quay,53.46698,-2.28338
Merchants Quay,53.46999,-2.283098
Merchants Quay,53.47044,-2.282574
Dock Office,53.47161,-2.282642
Phoebe Street,53.47405,-2.282282
Phoebe Street,53.47491,-2.282966
Goodiers Drive,53.47768,-2.282773
Goodiers Drive,53.4776,-2.28321
Lower Monton Road,53.48503,-2.340826
Phoebe Street,53.477753,-2.27628
Phoebe Street,53.47783,-2.275527
Comus Street,53.47714,-2.272871
Comus Street,53.47718,-2.271771
Gloucester Street,53.4766,-2.269748
Regent Road,53.47588,-2.269066
Regent Road,53.47576,-2.269231
Ordsall Lane,53.47603,-2.266355
Sainsbury's,53.47654,-2.26809
Retail Park,53.47739,-2.268638
Retail Park,53.4779,-2.268641
Liverpool Street,53.47899,-2.267473
Liverpool Street,53.47983,-2.266755
Holiday Inn,53.47968,-2.267809
Fire Station,53.480149,-2.269892
West Egerton Street,53.48079,-2.273678
West Egerton Street,53.48115,-2.276453
Bindloss Avenue,53.48793,-2.330089
Bindloss Avenue,53.48829,-2.329368
Half Edge Lane,53.48894,-2.328001
Half Edge Lane,53.488924,-2.327335
Salford Royal Hospital,53.48926,-2.323874
Salford Royal Hospital,53.489154,-2.323906
Salford Royal Hospital,53.48737,-2.321283
Salford Royal Hospital,53.48696,-2.320978
Lancaster Road,53.489192,-2.320649
Lancaster Road,53.48932,-2.320695
Fairhope Avenue,53.48999,-2.315772
Fairhope Avenue,53.49004,-2.316103
Weaste Lane,53.49205,-2.310828
Weaste Lane,53.49224,-2.310754
Pendleton College,53.49256,-2.306612
Pendleton College,53.49238,-2.305962
Brentwood,53.49195,-2.299463
Langworthy Road,53.49195,-2.296283
Langworthy Road,53.49212,-2.295997
Derby Road,53.48746,-2.301285
Derby Road,53.48754,-2.301301
Kingsford Street,53.48693,-2.306405
Weaste Lane,53.48693,-2.306405
Gore Crescent,53.48771,-2.308219
Gore Crescent,53.48811,-2.308086
Eccles Old Road,53.49094,-2.310699
Eccles Old Road,53.491,-2.311001
Jubilee Street,53.48695,-2.294741
Jubilee Street,53.48685,-2.294936
Liverpool Street,53.48419,-2.294812
Littlewood Street,53.4838,-2.295819
Derby Road,53.48408,-2.300779
Derby Road,53.48424,-2.301699
Wellington Terrace,53.48468,-2.307188
Lords Avenue,53.48465,-2.30886
Don Avenue,53.48529,-2.31212
Don Avenue,53.48549,-2.312332
Edward Avenue,53.48818,-2.313678
Edward Avenue,53.48821,-2.314025
Eccles Old Road,53.48904,-2.315855
Eccles Old Road,53.48909,-2.316292
Eccles Old Road,53.49254,-2.31047
Eccles Old Road,53.4928,-2.310426
Claremont Road,53.49584,-2.311233
Claremont Road,53.49571,-2.311503
Durham Road,53.49551,-2.314486
Lancaster Road,53.49485,-2.320043
Eccles Old Road,53.48981,-2.320292
Eccles Old Road,53.49002,-2.320158
Cholmondley Rd,53.492433,-2.320593
Cholmondley Road,53.49316,-2.32095
Hayfield Road,53.49414,-2.321108
Light Oaks School,53.49539,-2.321102
Radcliffe Park Road,53.49722,-2.321388
Radcliffe Park Road,53.49791,-2.321679
Swinton Park Road,53.50074,-2.322153
Swinton Park Road,53.50102,-2.321929
Salford Shopping Centre,53.489343,-2.286061
Hankinson Way,53.48916,-2.286271
Salford Shopping Centre,53.488523,-2.286794
Salford Shopping Centre,53.488298,-2.287004
Salford Shopping Centre,53.488091,-2.287198
Pendleton Way,53.48798,-2.287016
Pendleton Way,53.48875,-2.286298
Pendleton Way,53.48911,-2.288908
Pendleton Way,53.49011,-2.287453
Pendleton Way,53.48984,-2.286592
St Paul's CE Primary School,53.4823,-2.280031
St Paul's CE Primary School,53.48276,-2.279929
Cross Lane,53.48482,-2.279053
Cross Lane,53.48481,-2.279626
Paddington Close,53.48618,-2.283975
Paddington Close,53.48637,-2.283811
Salford Cathedral,53.48328,-2.25971
Salford Cathedral,53.48327,-2.26021
Salford Cathedral,53.48344,-2.25991
Oldfield Road,53.48336,-2.265813
Oldfield Road,53.4831,-2.265435
Oldfield Road,53.48309,-2.265917
Oldfield Road,53.48308,-2.266293
University of Salford,53.48444,-2.272315
University of Salford,53.48416,-2.272298
Frederick Road,53.487677,-2.279555
Frederick Road,53.487857,-2.279797
Frederick Road,53.48784,-2.279239
Pendleton Church,53.4909,-2.283524
Tesco,53.48866,-2.291135
Tesco,53.48844,-2.291149
Fitzwarren Street,53.49002,-2.293149
Langworthy Road,53.49007,-2.293828
Sorrel Bank,53.49214,-2.293179
Nursery Street,53.49192,-2.291534
Pendleton Church,53.49185,-2.288278
Pendleton Church,53.4918,-2.288037
Brindleheath Road,53.492474,-2.288449
Sorrel Bank,53.49318,-2.293382
Langworthy Road,53.49327,-2.294604
Langworthy Road,53.49444,-2.2963
Langworthy Road,53.49461,-2.296919
Barrfield Road,53.49594,-2.299189
Barrfield Road,53.49624,-2.299433
Doveleys Road,53.497886,-2.302655
Moorfield Road,53.49817,-2.303516
Red Lion,53.49931,-2.306057
Bank Lane,53.49994,-2.306966
Aldi,53.50085,-2.308752
Height Roundabout,53.50157,-2.309345
Delamere Avenue,53.50072,-2.314148
Oakwood Park,53.50067,-2.316092
Oakwood Park,53.50056,-2.316725
Avondale Drive,53.50049,-2.320794
Odessa Avenue,53.49618,-2.322661
Victoria Road,53.49562,-2.326787
Victoria Road,53.49564,-2.326546
Lancaster Road,53.49619,-2.321832
Somerset Road,53.495,-2.328139
Somerset Road,53.495,-2.328109
Craven Avenue,53.47758,-2.278207
Phoebe Street,53.47778,-2.27747
Brassington Avenue,53.47702,-2.27635
Brassington Avenue,53.47673,-2.276258
Ryall Avenue,53.4752,-2.277016
Ryall Avenue,53.475,-2.277256
West Craven Street,53.47388,-2.279885
Primrose Hill Primary School,53.47421,-2.281078
Hulme Street,53.48248,-2.264617
Hulme Street,53.4826,-2.264286
Clowes Street,53.4844,-2.251127
Bradley Avenue,53.50447,-2.280117
Racecourse Hotel,53.50091,-2.277893
Racecourse Hotel,53.50172,-2.278305
Knoll Street,53.50594,-2.263738
Duncan Street,53.50451,-2.264845
Duncan Street,53.50447,-2.265131
Murray Street,53.50234,-2.264153
Murray Street,53.50218,-2.264091
Great Cheetham Street West,53.50058,-2.261518
Great Cheetham Street West,53.50075,-2.26148
Camp Street,53.49872,-2.259578
Muriel Street,53.49817,-2.259348
Broughton Lane,53.49659,-2.259504
Broughton Lane,53.49519,-2.259194
Health Centre,53.49362,-2.259501
Health Centre,53.49361,-2.259215
Lidl,53.49183,-2.259611
Lidl,53.49152,-2.259413
Great Clowes Street,53.49097,-2.260239
Heath Avenue,53.4919,-2.264344
Wheaters Street,53.49368,-2.265757
Wheaters Street,53.49408,-2.266302
Camp Street,53.49496,-2.266805
Bury New Road,53.5018,-2.258737
Great Clowes Street,53.50074,-2.263268
Great Clowes Street,53.50076,-2.26363
Grecian Street,53.49993,-2.266278
Grecian Street,53.49971,-2.267664
Frederick Road,53.49628,-2.267974
Nelson Street,53.49714,-2.264331
Nelson Street,53.49734,-2.264122
Vernon Street,53.49837,-2.261701
Lower Broughton Road,53.49534,-2.268269
Patten Court,53.49509,-2.269172
Seaford Road,53.49389,-2.271893
Seaford Road,53.49308,-2.273365
Lissadel Street,53.49201,-2.275784
Lissadel Street,53.49224,-2.27562
University Campus,53.48931,-2.279535
University Campus,53.4889,-2.279517
Castle Irwell,53.49918,-2.271414
Castle Irwell,53.49926,-2.271776
Littleton Road,53.49736,-2.27588
London Street,53.49588,-2.279111
Langley Road South,53.49528,-2.280011
Cobden Street,53.49331,-2.282666
Cobden Street,53.493,-2.283583
Pendleton Church,53.492,-2.284828
Pendleton Church,53.49207,-2.284542
Cromwell Road,53.49541,-2.281519
Cromwell Road,53.49545,-2.281761
Douglas Green,53.49664,-2.283713
Douglas Green,53.49665,-2.283517
Withycombe Place,53.49766,-2.283524
Withycombe Place,53.49771,-2.283163
Holland Walk,53.49767,-2.286569
Holland Street,53.49768,-2.286826
Regatta Street,53.5034,-2.290935
Regatta Street,53.50295,-2.290163
Abram Street,53.50409,-2.291814
Abram Street,53.504302,-2.291949
Cemetery Gate,53.50818,-2.294451
Cemetery Lodge,53.50982,-2.294296
Cemetery Lodge,53.51035,-2.294209
Agecroft Road,53.51153,-2.295771
Agecroft Road,53.51143,-2.295378
Wade Court,53.47867,-2.354818
Park Street,53.51299,-2.265561
Moor Lane,53.51537,-2.269572
Northumberland Street,53.50729,-2.261123
Shopping Centre,53.51272,-2.245775
George Street North,53.51432,-2.247111
Roston Road,53.51288,-2.250858
Tetlow Lane,53.50985,-2.252951
Mandley Park,53.50837,-2.253319
Devonshire Street,53.50614,-2.253939
Bennett Drive,53.50448,-2.254004
Turner Street,53.50633,-2.254106
Bristol Street,53.50775,-2.253752
Tetlow Lane,53.51061,-2.252895
Bentley Road,53.51208,-2.251848
Upper Park Road,53.51422,-2.250096
Great Cheetham Street East,53.50251,-2.258183
Appian Way,53.49925,-2.255541
Great Cheetham Street West,53.5026,-2.258697
Devonshire Street,53.505,-2.260113
Northumberland Street,53.50821,-2.262033
Singleton Road,53.51785,-2.256603
Park Road,53.51744,-2.254534
Half Way House,53.51615,-2.250017
Half Way House,53.51597,-2.250137
Singleton Road,53.51768,-2.256406
Broom Lane,53.50895,-2.262279
Moor Lane,53.51458,-2.268301
Park Lane,53.51242,-2.26414
Langley Road,53.51249,-2.29528
Dauntesey Avenue,53.509963,-2.307522
Enterprise Park,53.510574,-2.303685
Dauntesey Avenue,53.51045,-2.305881
Moor Lane,53.51406,-2.283076
Gargrave Street,53.51118,-2.28755
Kersal Vale,53.51209,-2.288733
Oaklands Road,53.50938,-2.285668
Oaklands Road,53.50871,-2.285151
South Radford Street,53.50777,-2.284104
South Radford Street,53.50696,-2.282923
Bradley Avenue,53.50459,-2.28054
Great Cheetham Street East,53.50246,-2.256872
Tully Street South,53.50303,-2.254116
St Thomas' Church,53.50531,-2.251733
Marsland Street North,53.50722,-2.25093
Eccles Interchange,53.483178,-2.334015
Eccles Interchange,53.483313,-2.333956
Swinton Pk Road(Ebd)opp.NF3152(to def.rte),53.50079,-2.314193
Windsor Road,53.52439,-2.254425
Windsor Road,53.52439,-2.254425
St James's Road,53.50342,-2.250063
Everleigh Drive,53.502844,-2.247489
Elizabeth Street,53.50274,-2.247813
Worsley Road (northbound) (to def.route),53.4834,-2.361292
Claremont Road,53.49949,-2.310491
Claremont Road,53.49743,-2.309903
St James's Road,53.50373,-2.250803
Lumn's Lane,53.51347,-2.308195
Lumn's Lane,53.51347,-2.308195
Seaford Road,53.49419,-2.272844
Lumns Lane,53.5101,-2.30903
Lumns Lane,53.5101,-2.30903
Derby Road,53.4854,-2.301059
Derby Road,53.4854,-2.301059
Tetlow Lane,53.51026,-2.252516
Tetlow Lane,53.51026,-2.252516
Dudley Street (to def rte),53.50597,-2.25145
Dudley Street (to def rte),53.50597,-2.25145
Portland Road (Nbd - to def rte),53.49345,-2.329137
Park Road (Nbd - to def rte),53.49339,-2.328051
Nevile Road,53.513299,-2.274518
Oaklands Road,53.51292,-2.278936
Moor Lane (to def rte),53.51495,-2.269856
Moor Lane (to def rte),53.51495,-2.269856
Singleton Road,53.516062,-2.261915
Holden Road,53.51562,-2.264854
Clarendon Cr (Sbd - to def rte),53.48877,-2.335777
Clarendon Road (Nbd - to def rte),53.48797,-2.33553
Moor Lane (Kersal Vale),53.51332,-2.285303
Moor Lane (Kersal Vale),53.51332,-2.285303
Salisbury Road,53.49391,-2.332562
Salisbury Road,53.49391,-2.332562
Winchester Road,53.49463,-2.330819
Winchester Road,53.49463,-2.330819
Hereford Road,53.49656,-2.332025
Hereford Road,53.49656,-2.332025
Hereford Road,53.4971,-2.329557
Hereford Road,53.4971,-2.329557
Russell Road,53.4965,-2.320809
Russell Road,53.4965,-2.320809
Wallness Lane (to def rte),53.48992,-2.272636
Wallness Lane (to def rte),53.48992,-2.272636
Cholmondeley Road (to def rte),53.49367,-2.320592
Cholmondeley Road (to def rte),53.49367,-2.320592
Bridgewater Street,53.48374,-2.36441
Bridgewater Street,53.48406,-2.365412
Sainsbury's (Salford),53.47741,-2.266845
Sainsbury's (Salford),53.47741,-2.266845
May Street,53.49225,-2.36246
May Street,53.49284,-2.36288
Westwood Crescent,53.4937,-2.36932
Westwood Crescent,53.49415,-2.367548
Cranbrook Road,53.494336,-2.371067
Cranbrook Road,53.49377,-2.369957
Cypress Road,53.49601,-2.371499
Wilburn Street (to define route),53.47806,-2.262736
Wilburn Street (to define route),53.47806,-2.262736
Middlewood Street,53.47945,-2.266617
Middlewood Street,53.47945,-2.266617
Victoria Road,53.49429,-2.326324
Victoria Road,53.49429,-2.326324
Centenary Bridge (s'bound)(to def route),53.4805,-2.325073
Centenary Circle (to define route),53.48152,-2.325307
Centenary Circle (to define route),53.48152,-2.325307
Canal Circle (to define route),53.48074,-2.329867
Canal Circle (to define route),53.48074,-2.329867
Taylorson Street,53.46961,-2.277869
Derby Road (to def rte),53.48763,-2.300352
Derby Road (to def rte),53.48763,-2.300352
M602 (eastbound) (to define route),53.48999,-2.36914
M602 (westbound) (to define route),53.48989,-2.368551
Trinity Way (to define route),53.48543,-2.255608
Trinity Way (to define route),53.48543,-2.255608
Doveleys Road,53.49617,-2.30564
Doveleys Road,53.49546,-2.307959
Westgate Road,53.4967,-2.318882
Westgate Road,53.4967,-2.318882
Trinity Way (to define route),53.48804,-2.25056
Trinity Way (to define route),53.48804,-2.25056
Pendleton College,53.49517,-2.304219
Pendleton College,53.49517,-2.304219
Pendleton Way (Northbound),53.48846,-2.290124
Halls of Residence,53.49928,-2.276013
Halls of Residence,53.49928,-2.276013
Salford University (Grounds),53.48646,-2.27501
Salford University (Grounds),53.48646,-2.27501
Maxwell Building,53.48444,-2.271335
Hardy Street,53.47768,-2.367557
Hardy Street,53.47768,-2.367557
Westwood Crescent,53.49378,-2.36941
Westwood Crescent,53.49128,-2.371322
Eccles New Road,53.48258,-2.310729
Eccles New Road,53.48258,-2.310729
Walnut Road,53.49532,-2.371764
Walnut Road,53.49506,-2.371912
Broadway,53.47727,-2.309665
Broadway,53.47727,-2.309665
Broadway (Metroplex Business Park),53.47394,-2.301053
Broadway (Metroplex Business Park),53.47394,-2.301053
Lancaster Road,53.50036,-2.322406
Lancaster Road,53.50036,-2.322406
Nevile Road,53.513174,-2.274436
Nevile Road,53.51352,-2.271099
bnd (to def route),53.48652,-2.332293
Park Lane,53.5004,-2.314733
Park Lane,53.5004,-2.314733
Acresfield Road,53.49855,-2.30477
Acresfield Road,53.49855,-2.30477
Sunningdale Drive,53.49832,-2.328059
Sunningdale Drive,53.49832,-2.328059
Daniel Adamson Road,53.48026,-2.306267
Daniel Adamson Road,53.48026,-2.306267
James Corbett Road,53.48197,-2.310845
James Corbett Road,53.48197,-2.310845
Lily Street,53.48065,-2.366482
Lily Street,53.48065,-2.366482
Lily Street,53.48053,-2.365577
Lily Street,53.48053,-2.365577
Windsor Road,53.52294,-2.257961
Windsor Road,53.52294,-2.257961
Singleton Road,53.515977,-2.261807
Bury Old Road,53.51773,-2.258095
Cholmondeley Road (to def rte),53.49401,-2.317143
Cholmondeley Road (to def rte),53.49401,-2.317143
Cholmondeley Road (to def rte),53.49456,-2.311856
Cholmondeley Road (to def rte),53.49456,-2.311856
Worsley Road (southbound) (to def.route),53.48319,-2.361079
Broad Street (Nbd - to def rte),53.49971,-2.30615
Broad Street (Sbd - to def rte),53.50147,-2.308168
Doveleys Road,53.49608,-2.30556
Bolton Road,53.49747,-2.302743
Broughton Lane,53.495715,-2.255897
Great Clowes Street,53.49606,-2.259079
Heywood Way (to define route),53.48737,-2.28879
Schofield Road,53.47965,-2.371205
Schofield Road,53.47965,-2.371205
Gorton Street,53.47904,-2.369919
Gorton Street,53.47904,-2.369919
Brentwood,53.49088,-2.29932
Brentwood,53.49088,-2.29932
Seedley Terrace,53.49031,-2.299225
Seedley Terrace,53.49031,-2.299225
Broadway,53.47525,-2.295714
Broadway,53.47525,-2.295714
Cawdor Street,53.4798,-2.356229
Cawdor Street,53.4798,-2.356229
Moorfield Road,53.49742,-2.305576
Moorfield Road,53.49742,-2.305576
Claremont Road,53.49759,-2.309949
Claremont Road,53.49916,-2.310443
Green Lane,53.49152,-2.356357
Green Lane,53.49152,-2.356357
Downham Crescent,53.52452,-2.25435
Downham Crescent,53.52452,-2.25435
Park Road,53.52405,-2.259853
Peel Street (to define route),53.48422,-2.339704
School,53.48137,-2.370798
School,53.48137,-2.370798
Eccles Sixth Form College,53.4951,-2.337606
Eccles Sixth Form College,53.4951,-2.337606
Schofield Road,53.48159,-2.37184
Schofield Road,53.48159,-2.37184
Dudley Street,53.504966,-2.244487
Highclere Avenue,53.50481,-2.24588
Highclere Avenue,53.503843,-2.24656
Highclere Avenue,53.50283,-2.246909
Great Cheetham Street East,53.50869,-2.249702
Great Cheetham Street East,53.50869,-2.249702
M602 w'bnd (jct Gilda Brook) to def rte,53.48581,-2.332438
The Withies (to define route),53.48548,-2.365665
The Withies (to define route),53.48548,-2.365665
Worsley Road (northbound) (to def route),53.48413,-2.362263
Regent Road (to define route),53.47886,-2.281545
Sewage Works (to define route),53.47088,-2.370737
Cross Lane,53.48546,-2.277535
Albion Way (to define route),53.48074,-2.27978
M602 (to define route),53.48077,-2.287163
White Street (to define route),53.48217,-2.297465
Weaste Road (to define route),53.48342,-2.307435
M602 Sliproad (to define route),53.48565,-2.327479
Albion Way (to define route),53.4811,-2.279029
Regent Road Roundabout (to def route),53.47946,-2.282182
M602 Sliproad (to define route),53.486,-2.326381
Langworthy Road (to define route),53.48168,-2.293333
Half Edge Lane (to define route),53.48777,-2.338271
Albert Road (to define route),53.48659,-2.338261
Peel Street (to define route),53.48525,-2.338402
Broughton Road East,53.49352,-2.273579
Upper Park Road,53.51572,-2.253468
Upper Park Road,53.51572,-2.253468
Stanley Road,53.51323,-2.253031
Stanley Road,53.51323,-2.253031
Welbeck Grove,53.50748,-2.255937
Welbeck Grove,53.50748,-2.255937
New Hall Road,53.51126,-2.261162
New Hall Road,53.51126,-2.261162
Park Street,53.51376,-2.264736
Park Street,53.51376,-2.264736
Great Cheetham Street West,53.50157,-2.260062
Great Cheetham Street West,53.50157,-2.260062
Northumberland Street,53.50848,-2.257828
Northumberland Street,53.50848,-2.257828
Broad Street,53.48575,-2.276497
Egerton Park,53.50573,-2.366684
Egerton Park,53.50573,-2.366684
Chapel Street (Ebd to define route),53.48333,-2.258022
Wellington Road,53.48701,-2.331332
Exchange Quay Metrolink,53.46688,-2.283018
Exchange Quay Metrolink,53.46688,-2.283018
Bury Old Road (to def rte),53.51383,-2.246565
Enterprise Park,53.50964,-2.301834
Enterprise Park,53.50988,-2.302017
St Patrick's High School,53.48376,-2.365967
Bridgewater Street,53.48366,-2.36449
South King Street,53.483689,-2.362953
South King Street,53.48367,-2.36278
May Street,53.49224,-2.36259
Stretford Road,53.466945,-2.257787
Chester Road,53.47083,-2.258127
Chester Road,53.46997,-2.258031
Stretford Road,53.46655,-2.257634
Oxford Street,53.47596,-2.243106
William Hulme's Grammar School,53.44465,-2.248844
Piccadilly Gardens,53.48068,-2.235358
Tesco,53.41054,-2.220438
Mosley Street,53.48056,-2.239983
Oxford Road,53.473554,-2.239387
Hulme High Street Retail Park,53.46263,-2.247172
University of Manchester,53.47528,-2.235298
Clarendon Road West,53.44802,-2.27562
St Werburgh's Road,53.44682,-2.272616
St Werburgh's Road,53.44689,-2.268491
Sackville Street,53.47459,-2.235098
Charles Street,53.4744,-2.235399
Chinatown,53.47851,-2.24184
King Street West,53.48124,-2.247853
Spinningfields,53.48009,-2.248615
Watson Street,53.47815,-2.247925
Sovereign House,53.47662,-2.250689
All Saints Park,53.470932,-2.237895
All Saints,53.47065,-2.237773
All Saints Park,53.47046,-2.237606
Piccadilly Gardens,53.48086,-2.238569
Home,53.473311,-2.248395
Piccadilly Gardens,53.48017,-2.237239
Quay Street,53.47779,-2.249987
John Rylands Library,53.47987,-2.248493
Manchester Crown Court,53.48045,-2.25243
Barton Arcade,53.48275,-2.246596
Barton Arcade,53.4827,-2.246867
Charlotte Street,53.47904,-2.237956
Charlotte Street,53.47841,-2.238434
Chorlton Street Coach Station,53.47816,-2.236971
Sheena Simon Campus,53.47724,-2.235324
Dickinson Street,53.476767,-2.241574
Bridgewater Hall,53.4748,-2.246022
Watson Street,53.47546,-2.249461
Watson Street,53.47567,-2.24993
Watson Street,53.47795,-2.247336
Mount Street,53.47796,-2.246418
St Peter's Square,53.47673,-2.243216
StPeter'S Square(Stop Sn),53.47657,-2.243065
Great Bridgewater Street,53.475634,-2.242171
Gt Bridgewater Street,53.47526,-2.241837
Oxford Road Station,53.473795,-2.240277
Oxford Road Station,53.47361,-2.240366
Mancunian Way,53.471668,-2.238442
Chester Street,53.4731,-2.239911
The B.B.C.,53.47275,-2.239623
Hart Street,53.4768,-2.239254
Major Street,53.47712,-2.239602
St Peter's Square,53.47812,-2.241039
St Peter's square,53.47835,-2.241493
Piccadilly Gardens,53.48064,-2.238251
Piccadilly Gardens,53.48043,-2.237918
Manchester Town Hall,53.480024,-2.244697
Manchester Town Hall,53.479648,-2.243881
Town Hall (Stop SA),53.47978,-2.244123
St James Square,53.4805,-2.246432
Brown Street,53.48091,-2.243828
Cheapside,53.48097,-2.243361
Chinatown,53.47959,-2.240641
Piccadilly Gardens,53.4802,-2.237435
Chinatown,53.47867,-2.238782
Southern Cemetery,53.42463,-2.253527
Hacienda,53.47423,-2.248972
Gloucester Street,53.47389,-2.245173
Oxford Road Station,53.47421,-2.24165
Moss Side Park,53.45618,-2.241849
Chorlton Street Coach Station,53.4781,-2.236881
Brian Harrison Close,53.43291,-2.2439
Hulme High Street Retail Park,53.46288,-2.24761
Princess Road,53.42505,-2.25672
Princess Road,53.4533,-2.246169
Brentwood Street,53.4542,-2.249397
Phoenix Way,53.46408,-2.248446
Hart Road,53.44622,-2.230816
St Mary's,53.4597,-2.227772
Newholme Road,53.42598,-2.247426
Oxford Road Station,53.47432,-2.242765
Portland Buildings,53.47653,-2.241588
Hulme Street,53.472171,-2.243356
Hulme Street,53.47302,-2.244325
Palace Theatre,53.47517,-2.23932
Science Museum,53.47756,-2.253934
City Road East,53.47222,-2.247604
Cambridge Street,53.46719,-2.239817
Cambridge Street,53.46703,-2.239756
Bridgewater Hall,53.47495,-2.246264
Trinity High School,53.46476,-2.240331
Trinity High School,53.46577,-2.240623
Princess Road,53.462384,-2.242246
Boundary Lane,53.46317,-2.239313
Princess Road,53.462312,-2.242667
Boundary Lane,53.46275,-2.239807
Hardman Street,53.47948,-2.251384
Chinatown,53.47831,-2.238584
Lower Byrom Street,53.47893,-2.25358
Whitchurch Road,53.43239,-2.233465
Irwell Bridge,53.48069,-2.256107
Catterick Road,53.41672,-2.224743
Catterick Road,53.416981,-2.225241
Kingsfield Drive,53.41598,-2.22158
Sackville Gardens,53.47646,-2.235305
Manchester Crown Court,53.480493,-2.25258
Home,53.4729,-2.247955
Churton Avenue,53.44809,-2.234349
Mancunian Way,53.47164,-2.247255
Oxford Road,53.47203,-2.241065
Holford Avenue,53.44812,-2.233898
Princess Road,53.42823,-2.251833
Darley Avenue,53.43129,-2.274548
Shawgreen Close,53.46765,-2.258755
Princess Road,53.42813,-2.251411
Claremont Road,53.45423,-2.236763
Claremont Road,53.45388,-2.236806
Piccadilly,53.47978,-2.238472
Wilbraham Road,53.44246,-2.267213
Wilbraham Road,53.442488,-2.267332
St Werburgh's Road Metrolink Stop,53.4397,-2.266865
Parrs Wood,53.40978,-2.219441
Parrs Wood,53.41025,-2.219143
